article_id,paragraph_id,link_text,start,end,link_type,resolved_url,text_dict,support
49755,1,"

",0,2,external,https://static.wikia.nocookie.net/alldimensions/images/c/cd/Acorn.png/revision/latest?cb=20250520034643,"{""\n\n"": 1}",1
49755,1,The Oak Trees,290,303,internal,https://alldimensions.fandom.com/wiki/The_Oak_Tree,"{""The Oak Trees"": 1}",1
49755,1,the Biggest Things,370,388,internal,https://alldimensions.fandom.com/wiki/The_Biggest_Thing,"{""the Biggest Things"": 1}",1
49755,1,the Endlesses,390,403,internal,https://alldimensions.fandom.com/wiki/The_Endless,"{""the Endlesses"": 1}",1
49755,1,the Ultimate Waves,405,423,internal,https://alldimensions.fandom.com/wiki/The_Ultimate_Wave,"{""the Ultimate Waves"": 1}",1
49755,1,Metareality-Webs,484,500,internal,https://alldimensions.fandom.com/wiki/Metareality-Web,"{""Metareality-Webs"": 1}",1
49755,1,Erasers,516,523,internal,https://alldimensions.fandom.com/wiki/The_Eraser,"{""Erasers"": 1}",1
49755,1,Pencils,525,532,internal,https://alldimensions.fandom.com/wiki/The_Pencil,"{""Pencils"": 1}",1
49755,1,Papers,534,540,internal,https://alldimensions.fandom.com/wiki/The_Paper,"{""Papers"": 1}",1
49755,1,Scissors,542,550,internal,https://alldimensions.fandom.com/wiki/The_Scissors,"{""Scissors"": 1}",1
49755,1,Policiahsewverse,581,597,internal,https://alldimensions.fandom.com/wiki/Policiahsewverse,"{""Policiahsewverse"": 1}",1
49755,1,Slate,599,604,internal,https://alldimensions.fandom.com/wiki/The_Slate,"{""Slate"": 1}",1
49755,1,the Obvious Ripoff Slate,609,633,internal,https://alldimensions.fandom.com/wiki/The_Obvious_Ripoff_Slate,"{""the Obvious Ripoff Slate"": 1}",1
49755,2,oak trees,64,73,internal,https://alldimensions.fandom.com/wiki/The_Oak_Tree,"{""oak trees"": 1}",1
49755,2,verses,91,97,internal,https://alldimensions.fandom.com/wiki/Verse,"{""verses"": 1}",1
49755,2,life,115,119,internal,https://alldimensions.fandom.com/wiki/Category:Cosmic_entity,"{""life"": 1}",1
49755,3,food,34,38,internal,https://alldimensions.fandom.com/wiki/Category:Cosmic_Food,"{""food"": 1}",1
