article_id,paragraph_id,link_text,start,end,link_type,resolved_url,text_dict,support
27133,1,"

",0,2,external,https://static.wikia.nocookie.net/alldimensions/images/5/57/B.png/revision/latest?cb=20200625143130,"{""\n\n"": 1}",1
27133,1,ζs,58,60,internal,https://alldimensions.fandom.com/wiki/%CE%96,"{""ζs"": 1}",1
27133,1,αs,65,67,internal,https://alldimensions.fandom.com/wiki/%CE%91,"{""αs"": 1}",1
27133,1,α,65,66,internal,https://alldimensions.fandom.com/wiki/%CE%91,"{""α"": 1}",1
27133,1,αs,65,67,internal,https://alldimensions.fandom.com/wiki/%CE%91,"{""αs"": 1}",1
27133,1,ζs,58,60,internal,https://alldimensions.fandom.com/wiki/%CE%96,"{""ζs"": 1}",1
27133,2,Heaa,185,189,internal,https://alldimensions.fandom.com/wiki/Heaa,"{""Heaa"": 1}",1
27133,2,Dave,196,200,internal,https://alldimensions.fandom.com/wiki/Dave,"{""Dave"": 1}",1
27133,3,αs,147,149,internal,https://alldimensions.fandom.com/wiki/%CE%91,"{""αs"": 1}",1
27133,3,αs,147,149,internal,https://alldimensions.fandom.com/wiki/%CE%91,"{""αs"": 1}",1
27133,3,αs,147,149,internal,https://alldimensions.fandom.com/wiki/%CE%91,"{""αs"": 1}",1
27133,4,ζs,69,71,internal,https://alldimensions.fandom.com/wiki/%CE%96,"{""ζs"": 1}",1
27133,5,αs,20,22,internal,https://alldimensions.fandom.com/wiki/%CE%91,"{""αs"": 1}",1
27133,5,αs,20,22,internal,https://alldimensions.fandom.com/wiki/%CE%91,"{""αs"": 1}",1
27133,6,ζs,33,35,internal,https://alldimensions.fandom.com/wiki/%CE%96,"{""ζs"": 1}",1
27133,10,αs,105,107,internal,https://alldimensions.fandom.com/wiki/%CE%91,"{""αs"": 1}",1
27133,11,ζs,68,70,internal,https://alldimensions.fandom.com/wiki/%CE%96,"{""ζs"": 1}",1
27133,11,α,108,109,internal,https://alldimensions.fandom.com/wiki/%CE%91,"{""α"": 1}",1
